student_id,stream,district,difficulty_level,english_fluency,tuition_hours_weekly,commute_fatigue,current_score,hours_needed
2273,Bio Science,UpCountry,7,4,7,0.08021709880771077,63.640936170144634,15.2
2274,Commerce,Jaffna,1,8,5,0.0240711933498044,59.65409808973425,1.0
2275,English,Gampaha,1,4,0,0.3028794753403021,70.50417972303947,1.0
2276,Commerce,Gampaha,4,6,10,0.2053458212444239,64.13706753836576,5.6
2277,Arts,Jaffna,4,7,13,0.454538638215237,85.57313612918884,6.8
2278,Commerce,Kandy,4,6,11,0.17479663178155097,46.49119881072801,7.0
2279,Commerce,Jaffna,9,4,3,0.20527417549896115,57.88950528184221,18.1
2280,Physical Science,Gampaha,6,6,0,0.26300027152445976,70.27869056056582,12.6
2281,Physical Science,Gampaha,3,6,4,0.398200332816056,77.0562237221937,4.6
2282,Bio Science,RemoteArea,6,3,4,0.13414952705040123,39.78623441412103,15.2
2283,Bio Science,Colombo,2,7,3,0.4709103285811871,47.18905616798179,4.3
2284,Physical Science,Gampaha,2,8,14,0.2699605563607691,41.8561086850645,4.3
2285,Physical Science,Colombo,7,6,8,0.4204886305872046,50.902323290351106,15.6
2286,Physical Science,Galle,3,5,7,0.2628092417280094,44.34178330050065,6.4
2287,Sinhala,Galle,7,6,13,0.3859965978700067,74.58696646944495,12.8
2288,Bio Science,Colombo,3,6,15,0.025710376242147337,70.93506828435972,4.9
2289,Bio Science,Ratnapura,2,5,9,0.3996062408415068,62.19256331078613,3.7
2290,Physical Science,Ratnapura,4,8,13,0.2619797149049712,66.89142202195029,9.1
2291,Commerce,Gampaha,4,8,2,0.22470779409329128,78.91359353360717,5.6
2292,Physical Science,Gampaha,3,8,4,0.05580483330593394,46.36596370516065,6.0
2293,Physical Science,RemoteArea,9,6,5,0.3707812694542565,33.546976215799894,21.3
2294,Commerce,Gampaha,6,6,4,0.06558182625206943,72.65767820769544,9.9
2295,Physical Science,Colombo,5,10,7,0.09615890640199654,57.63554443309596,9.9
2296,Physical Science,Galle,6,7,4,0.06321162785482415,46.72347209954959,12.9
2297,Physical Science,Gampaha,8,8,7,0.0032878038568280865,71.81016968234597,16.8
2298,Physical Science,Kandy,5,7,9,0.3309568900335918,34.985306923775,12.2
2299,Physical Science,Ratnapura,4,4,14,0.13542202238580325,54.13617351772174,9.9
2300,Bio Science,Gampaha,7,5,9,0.07473522959540063,28.67015575585642,15.3
2301,Technology,UpCountry,5,2,15,0.15998624125716632,71.3864280472279,11.9
2302,Commerce,Kandy,4,8,13,0.24954234577333861,90.10535257432711,6.1
2303,Commerce,Gampaha,5,4,2,0.25170626044214306,52.402319856066576,10.5
2304,Physical Science,Kandy,4,9,4,0.1835980041659797,50.12683680320474,8.6
2305,English,UpCountry,8,6,3,0.2474661355207145,88.2683058981628,13.9
2306,Bio Science,Colombo,8,7,12,0.21367072889749705,75.4115287547788,19.2
2307,Physical Science,Kandy,1,6,10,0.41133262349224287,100.0,1.0
2308,Commerce,UpCountry,3,3,5,0.014806983745590974,64.91204114541068,5.9
2309,Physical Science,Colombo,4,10,2,0.43401506666152345,64.39955789851211,8.4
2310,Bio Science,Jaffna,2,6,11,0.12195762783931269,87.17244266284277,2.9
2311,Commerce,Kandy,5,10,15,0.36089110751812525,65.2705775479331,10.3
2312,Technology,Jaffna,8,6,9,0.20251980817025295,68.20794026872125,14.2
2313,Bio Science,Gampaha,2,5,3,0.14716648225239304,25.180518944403076,4.5
2314,Arts,Gampaha,9,6,10,0.30767368649994226,91.06555734784436,15.3
2315,Sinhala,Jaffna,7,6,3,0.38444220943155216,67.36311222206528,12.4
2316,Physical Science,Colombo,6,8,4,0.22496822655180188,60.389358504932055,13.0
2317,Physical Science,Gampaha,8,6,10,0.2332769215327405,78.61017511818217,16.9
2318,Bio Science,Colombo,2,8,14,0.02942824238383973,49.27808369927425,3.6
2319,Bio Science,Ratnapura,5,4,15,0.4619979903139219,59.229321629030586,13.8
2320,Bio Science,RemoteArea,4,4,5,0.42344834822312943,70.80003359942464,10.3
2321,English,Gampaha,8,6,1,0.19899639377121786,61.16039242117286,13.9
2322,Arts,RemoteArea,1,6,9,0.38247530658027923,71.19947297761198,1.0
2323,Commerce,Colombo,3,10,11,0.1566395878542296,69.23955676261394,4.1
2324,Bio Science,Kandy,10,10,7,0.36521089650638744,72.95814824394523,22.7
2325,Technology,Colombo,8,8,3,0.25834585828203016,41.68796457315683,15.5
2326,English,Galle,5,8,6,0.23038336110987573,82.17217203258234,8.6
2327,Technology,Galle,4,4,6,0.028261498629057358,55.74170618821158,7.5
2328,Physical Science,Colombo,6,7,11,0.48271096090443144,66.36598693773212,14.4
2329,Commerce,UpCountry,5,6,13,0.41870448493921014,57.48836336710754,10.1
2330,Physical Science,Colombo,3,10,12,0.3966940339932233,61.68892168870558,6.8
2331,Physical Science,Kandy,5,6,9,0.15245809882686212,67.93640904093118,8.8
2332,Physical Science,RemoteArea,4,5,10,0.14479509221186682,76.02753071084857,7.0
2333,Commerce,Galle,1,7,10,0.2865965482973246,78.51846629291566,1.0
2334,Commerce,UpCountry,1,2,1,0.4231115981130743,66.98766928741576,2.0
2335,Physical Science,Gampaha,7,8,13,0.4673142030843262,57.563073339683676,17.7
2336,Bio Science,Colombo,4,7,14,0.13446451300390277,72.54169671432385,8.7
2337,Bio Science,Colombo,1,10,6,0.3037074001597087,66.6043401989659,1.0
2338,Bio Science,Kandy,6,6,11,0.36195139994673264,66.38597672872766,14.4
2339,Physical Science,Galle,1,4,0,0.11319607259161196,68.01334958935135,2.6
2340,Bio Science,Colombo,8,8,15,0.20373431511121215,48.363636448757305,20.3
2341,Arts,Jaffna,9,4,11,0.09373713685682034,35.09620104443998,20.0
2342,Physical Science,Gampaha,3,6,13,0.3494525388841671,84.3499883223292,5.4
2343,Physical Science,Gampaha,7,4,1,0.43189256827259886,58.52939314825667,17.2
2344,Bio Science,Jaffna,5,6,4,0.43876717727582754,68.23892763175961,10.1
2345,English,Gampaha,3,6,7,0.3350444352463535,50.48651499611826,5.5
2346,Commerce,Galle,5,8,11,0.17357618008718168,84.43336318003199,7.9
2347,Commerce,Colombo,10,8,6,0.3305201884271272,68.25118825823488,18.3
2348,Bio Science,Galle,7,7,2,0.43213336358540927,58.307236038208124,16.3
2349,Commerce,Ratnapura,7,4,12,0.31292791696789163,70.2868757453593,14.9
2350,Physical Science,Colombo,9,7,9,0.20644597014793276,38.3744909153338,20.6
2351,Commerce,Jaffna,8,4,14,0.45990137535949943,72.59693496048547,17.7
2352,English,Galle,4,8,8,0.4176082966347132,86.30240797473613,5.8
2353,Commerce,Colombo,5,10,11,0.4412176201239059,70.22918922845852,10.1
2354,Technology,Gampaha,5,6,12,0.4515960105201472,68.79214514276052,8.9
2355,Arts,Kandy,10,10,4,0.19690615383015658,57.244531464686204,17.3
2356,Physical Science,Colombo,2,10,2,0.42981950375366756,77.24142422492989,3.5
2357,English,Galle,7,4,6,0.2851748356233489,81.46513965870963,13.2
2358,Physical Science,Galle,7,7,15,0.019079486777020038,61.02083947647417,15.9
2359,Commerce,Colombo,9,9,15,0.3179181782600588,72.87970287059674,18.0
2360,Physical Science,Gampaha,9,6,3,0.23530946214724763,64.98321654631077,20.1
2361,Physical Science,Galle,4,8,0,0.1375773295936487,66.02656758685426,7.3
2362,Bio Science,Gampaha,5,8,4,0.48519157002351976,50.409120415809454,11.9
2363,Physical Science,Kandy,7,9,10,0.027535429146487045,82.14164637700016,14.5
2364,Bio Science,Ratnapura,10,6,7,0.4729386953535332,71.97827671733108,23.5
2365,Commerce,Kandy,7,10,14,0.07963353031731907,85.03608035462054,12.2
2366,Physical Science,Colombo,10,8,11,0.1884940896502661,48.769841937869444,25.1
2367,Physical Science,Galle,8,4,3,0.20861758770967465,45.651201383602,19.7
2368,Commerce,Gampaha,8,8,14,0.36551025933040693,97.89092484189149,14.6
2369,Bio Science,Colombo,2,10,6,0.10780460436835226,80.20693935407292,2.5
2370,Arts,Galle,9,8,14,0.4930509216137696,54.77368520113329,19.0
2371,Commerce,Ratnapura,4,7,7,0.37450592638201147,76.52228916820536,6.4
2372,Technology,Gampaha,1,7,8,0.3949763191735274,57.01278666286929,1.0
2373,Commerce,Gampaha,1,8,10,0.05321438635744724,39.519357111546285,1.0
2374,Bio Science,Colombo,5,10,14,0.2381560047547251,35.49624154564577,12.1
2375,Commerce,UpCountry,7,2,8,0.47280467523914443,63.670167461269685,13.9
2376,Physical Science,Galle,5,4,4,0.13503303577590325,85.41201735245137,10.9
2377,Bio Science,Ratnapura,3,6,5,0.07269182747542985,85.32082144428729,5.3
2378,Arts,Jaffna,7,6,6,0.24269722988209413,81.90217432452846,12.8
2379,Bio Science,Kandy,1,9,9,0.46519653482560414,76.95016659823965,1.4
2380,Arts,UpCountry,1,3,1,0.24339531221531363,65.26046990618214,1.6
2381,Technology,Gampaha,2,4,8,0.20241715145982947,81.27946134018396,3.4
2382,Technology,Kandy,1,8,15,0.3251362183568883,37.33670471138727,1.0
2383,English,Kandy,9,6,15,0.46844199942527565,82.34681878355825,17.6
2384,Bio Science,Gampaha,4,4,0,0.024528724602033036,43.184922619491616,9.5
2385,Bio Science,Gampaha,7,5,13,0.0766977727383456,52.80915421325103,17.6
2386,Commerce,Colombo,5,6,5,0.06637715502213021,72.93778239329863,7.8
2387,Bio Science,Galle,7,5,5,0.04266649114958282,76.43096030270613,14.4
2388,Commerce,Gampaha,7,5,13,0.15105304032419792,57.354373616197826,13.6
2389,Arts,UpCountry,1,2,6,0.11465451656015502,72.69289441128328,1.2
2390,Commerce,Colombo,1,6,1,0.27434563310466764,68.94397902404361,1.0
2391,Bio Science,Jaffna,3,6,12,0.16364471086285165,61.340290958314625,5.7
2392,Physical Science,UpCountry,10,2,5,0.20260393072893812,64.80776290607045,24.0
2393,Bio Science,Jaffna,2,4,5,0.4709323452499063,93.71326072035237,4.8
2394,Physical Science,Galle,7,4,8,0.07782782063470312,59.7764795792166,16.5
2395,Technology,Galle,3,6,13,0.19422866339740108,62.79362015109664,4.5
2396,Bio Science,Gampaha,7,5,7,0.1285409202593909,65.75010714328309,14.8
2397,Physical Science,Kandy,9,8,4,0.2745829911788761,59.25569905714318,20.8
2398,Physical Science,Colombo,1,6,6,0.36816811327332216,74.85753597126597,1.0
2399,Commerce,Kandy,3,10,6,0.40849393670893247,85.03865939128586,3.7
2400,Commerce,Colombo,6,6,4,0.2576483472586828,58.29996891300656,11.0
2401,Bio Science,Jaffna,9,6,6,0.4274582957634713,50.148222833527406,20.4
2402,Physical Science,Kandy,5,8,2,0.3925377539386587,90.62361914516508,9.6
2403,Bio Science,Gampaha,3,7,6,0.07850203071686923,64.79714214380823,5.3
2404,Bio Science,Colombo,8,10,12,0.12271437950999758,40.43208386398002,19.5
2405,Commerce,RemoteArea,5,4,5,0.33586026416671044,90.43411191545349,8.3
2406,Commerce,Ratnapura,6,5,14,0.487397009870304,83.89281498481853,11.3
2407,Bio Science,Ratnapura,2,4,11,0.18806485030000009,89.52013784067672,2.9
2408,Physical Science,Colombo,4,7,5,0.11490392032237035,84.01371286083872,6.6
2409,Sinhala,RemoteArea,1,4,1,0.4345647171477895,100.0,1.4
2410,Bio Science,RemoteArea,4,4,14,0.09980597977144129,51.44594946463275,10.7
2411,Commerce,Jaffna,1,5,14,0.3487041370249308,55.06527887943004,1.0
2412,Physical Science,Galle,4,5,1,0.017124535177932276,53.11604479865822,7.4
2413,Bio Science,Colombo,2,9,6,0.00949025754895183,55.187306903315225,2.8
2414,Physical Science,RemoteArea,6,2,0,0.22578335697208235,61.84426773094793,14.6
2415,Commerce,Colombo,6,7,8,0.3282700637749516,56.651519445121224,10.7
2416,English,Colombo,8,6,2,0.07121722697938421,43.15674096753858,14.1
2417,Bio Science,Colombo,9,10,5,0.38194122650076895,49.383437148087445,20.3
2418,Physical Science,Kandy,8,8,2,0.06436824120598578,56.593703728070636,17.2
2419,Physical Science,Galle,1,5,11,0.26685390393583736,82.66450676111121,1.0
2420,Bio Science,Gampaha,3,8,8,0.15414959613854023,55.370347110218475,5.7
2421,Physical Science,RemoteArea,6,4,9,0.37612663839160265,76.6495172858335,13.5
2422,Physical Science,Gampaha,1,7,11,0.402058376781942,45.680816143919884,2.4
2423,Arts,Colombo,8,8,6,0.03304561978123555,15.016534801749842,15.2
2424,Bio Science,Gampaha,6,5,0,0.09630228465373247,58.00237354016289,12.9
2425,Physical Science,Jaffna,1,8,3,0.4463220547846978,52.349869028072405,1.1
2426,English,Galle,10,8,13,0.2078064183004334,53.273942038926,21.7
2427,Physical Science,Gampaha,2,8,4,0.23836793268652273,47.017245928579335,4.4
2428,English,Kandy,6,8,6,0.08401192083128323,52.38727279225508,10.0
2429,Bio Science,Colombo,10,6,6,0.4974473982504964,48.18975102733904,23.4
2430,Technology,Kandy,8,6,4,0.46152384141966296,48.548959275512374,14.8
2431,Commerce,RemoteArea,5,4,11,0.0010123354911218407,45.117289726175144,10.8
2432,Technology,Ratnapura,1,5,0,0.2753673413289425,28.05899053312525,1.8
2433,Sinhala,Galle,10,6,4,0.4361336918015773,28.858887677875572,20.3
2434,Physical Science,Kandy,2,6,4,0.2152668031169801,98.91633697754162,1.3
2435,English,Colombo,4,8,3,0.21840712928834244,60.55129813299065,6.0
2436,Bio Science,UpCountry,4,6,12,0.18967357836314463,88.86813669456279,8.2
2437,Bio Science,Gampaha,7,5,5,0.01441416757766173,59.83613307066116,15.5
2438,Bio Science,Gampaha,2,5,14,0.3951416679268514,64.83585162330354,3.3
2439,Commerce,Colombo,7,9,7,0.22839260169554737,68.10005936198664,12.7
2440,Physical Science,Colombo,7,8,9,0.2655328192018629,74.10105972217036,14.2
2441,Commerce,Galle,7,8,4,0.1278425584033192,43.29995820619928,12.7
2442,Commerce,Kandy,3,8,13,0.39205924603340975,60.80337729352671,4.6
2443,Arts,UpCountry,6,5,7,0.396874273352224,68.0717264222934,10.3
2444,Technology,Colombo,6,9,14,0.27646040842587966,37.997113913200124,13.3
2445,Bio Science,Colombo,4,8,11,0.4523139629000819,84.96007481354434,8.3
2446,Bio Science,Ratnapura,1,6,4,0.057942115363320945,77.9413612661392,1.0
2447,Physical Science,Kandy,9,8,12,0.39331333232179966,34.4733542934043,23.0
2448,Physical Science,RemoteArea,2,2,2,0.2792920711603323,47.814992872573065,5.1
2449,Physical Science,Jaffna,9,7,7,0.11550658351822463,65.07274612390742,19.3
2450,Bio Science,Gampaha,8,5,11,0.06615189132594745,78.12763465006488,18.5
2451,Physical Science,Galle,1,4,3,0.15050352016141916,84.39190794310935,1.4
2452,English,Galle,7,8,13,0.428157959050726,56.939879401777205,13.9
2453,Commerce,Ratnapura,10,5,2,0.393809674838068,96.07256013711185,17.3
2454,Bio Science,Galle,3,5,15,0.32256621290902004,66.76861013301624,6.2
2455,Commerce,Gampaha,10,5,2,0.04516350389183871,57.638081466385024,17.8
2456,Physical Science,Colombo,10,9,5,0.47741531987165187,70.9258713087338,22.5
2457,Bio Science,Colombo,9,10,7,0.15272006618770356,68.16185775045149,19.4
2458,Commerce,Gampaha,5,4,9,0.3034999916725292,68.32325812339784,8.7
2459,Bio Science,Gampaha,3,8,4,0.4015509354027171,91.94241712413395,5.4
2460,Bio Science,Colombo,8,6,0,0.06642791722937902,63.71055912863358,16.3
2461,Sinhala,Colombo,3,9,0,0.32609837112793655,45.23588579941772,4.3
2462,Technology,Galle,7,8,2,0.016147998352106285,48.4036767152438,12.9
2463,Commerce,RemoteArea,7,3,11,0.05089465575217056,87.58937023040188,13.4
2464,Commerce,Galle,7,8,11,0.36157181721357096,75.75743730905661,12.3
2465,Commerce,Colombo,1,9,5,0.07754107778639707,39.1547655828909,1.5
2466,Physical Science,Colombo,5,9,1,0.22175336165268916,36.41712154540342,10.9
2467,Bio Science,Colombo,1,9,0,0.12416627538868458,60.375818266993555,1.2
2468,Physical Science,Colombo,7,6,14,0.21061475433497107,76.24732562182272,15.6
2469,Bio Science,Kandy,8,10,6,0.03861012014573545,52.829285348304026,16.7
2470,Commerce,Kandy,7,7,13,0.3774502720204947,41.297446260644584,14.5
2471,Physical Science,Jaffna,1,5,13,0.03952058869705721,49.62242397631538,1.0
2472,English,Jaffna,3,6,11,0.418957248680235,90.18626645961567,4.3
2473,English,Colombo,10,9,15,0.3313044320847806,74.95455018048875,20.3
2474,Arts,Gampaha,3,5,1,0.2082927878321416,75.50123095067624,4.4
2475,Commerce,Jaffna,7,7,7,0.4332432717352459,80.97489976453302,12.0
2476,Technology,Gampaha,4,5,1,0.09306563933816425,51.10990688368467,7.2
2477,Physical Science,Colombo,3,10,10,0.13228211370741272,59.40447499569605,5.0
2478,Arts,Gampaha,6,6,0,0.06856183082960332,57.47991921617677,10.3
2479,Physical Science,Colombo,10,9,9,0.19078434664501748,70.75027253622106,22.0
2480,Arts,Ratnapura,6,4,1,0.4933665923670438,76.8425726514414,12.9
2481,Physical Science,Galle,10,4,15,0.08051368890034732,95.54822178582221,25.3
2482,Technology,Galle,5,5,1,0.4154882429328993,72.71453254602797,8.4
2483,English,Colombo,6,10,6,0.325940035836536,75.32378762520057,10.2
2484,Physical Science,Ratnapura,3,7,0,0.007907065305929772,88.89946329991623,5.0
2485,Bio Science,Jaffna,10,6,15,0.4724450964688501,64.42411856341943,24.6
2486,Sinhala,Colombo,5,10,2,0.48554563261249234,78.83504448832714,7.3
2487,Bio Science,Gampaha,9,5,4,0.4624503509307717,70.67423765189828,19.7
2488,Technology,Ratnapura,4,8,11,0.2508698288535169,74.72428075960592,6.4
2489,Commerce,Colombo,2,8,6,0.11018759123793948,59.782081135890074,2.9
2490,Bio Science,Galle,5,8,13,0.19563233873524072,45.58651088200791,12.4
2491,Physical Science,Galle,3,7,15,0.30709577320811554,72.67251464060416,5.8
2492,Physical Science,Colombo,3,7,5,0.18941819045872488,67.73625403095657,5.6
2493,Arts,Gampaha,4,6,7,0.3540858254348414,54.86835389884902,6.5
2494,Bio Science,Colombo,4,7,0,0.39778777388825926,58.54897740067486,9.5
2495,Commerce,Ratnapura,5,7,15,0.10469644932402883,54.27159813639334,9.8
2496,Bio Science,RemoteArea,7,4,15,0.20247095414140026,54.398835027866355,18.6
2497,Commerce,Jaffna,4,6,6,0.47887218801302994,55.78554880063818,7.1
2498,Technology,Kandy,7,7,15,0.124903400631319,47.57342628668589,14.3
2499,Sinhala,Galle,9,8,8,0.1732237442972145,55.24782764463546,16.5
2500,Bio Science,Galle,3,8,6,0.01783025192598614,73.70601909259614,3.9
2501,Technology,Galle,5,4,5,0.16618302055180068,84.34176876000086,9.8
2502,Arts,Ratnapura,4,4,15,0.1854656990520513,98.63156717088052,7.8
2503,Commerce,Colombo,9,8,8,0.04991777981341117,57.997999352456915,16.4
2504,English,Jaffna,5,5,12,0.0007211249924786167,84.00160235942516,7.7
2505,Physical Science,Gampaha,10,6,3,0.28770274218435504,66.5426089089071,22.4
2506,Physical Science,RemoteArea,2,3,11,0.1507633006643594,61.93968880693565,3.6
2507,Technology,Jaffna,10,7,9,0.008911918630046034,70.53304596003395,17.1
2508,Bio Science,UpCountry,1,2,5,0.42997215198358973,79.03188562152071,3.0
2509,Technology,Colombo,7,8,5,0.29220483853332047,55.02548388000254,13.0
2510,Technology,Galle,1,7,13,0.08558417524591022,58.6801947764251,1.0
2511,Physical Science,Gampaha,8,8,9,0.43262331147048827,58.353299536810724,17.7
2512,Technology,RemoteArea,9,2,13,0.12679298523649019,57.09838928661563,18.6
2513,Bio Science,Colombo,7,7,2,0.11372286576812801,78.98323772185084,14.0
2514,Commerce,Kandy,9,10,6,0.44731702849863453,51.54226192381134,17.1
2515,Commerce,Galle,10,8,0,0.08972893972973683,51.185772805424904,19.3
2516,English,Gampaha,6,7,10,0.4394928965845372,69.66804652411011,10.9
2517,Physical Science,Gampaha,7,6,7,0.4014866506239005,66.95488704767547,15.2
2518,Bio Science,RemoteArea,3,4,7,0.15488877041461668,57.35224937451881,7.0
2519,Commerce,Gampaha,9,7,7,0.017198540576567778,88.75432008614253,14.7
2520,Arts,Kandy,3,10,8,0.04128655177565849,54.540462809645966,4.8
2521,Commerce,Ratnapura,6,4,14,0.054764133884788735,64.43371064093056,13.2
2522,Physical Science,Galle,4,8,3,0.44539941758023904,32.59874192381265,8.7
2523,Physical Science,Kandy,9,9,14,0.2020179890187378,62.425034442416376,21.0
2524,Bio Science,Gampaha,1,8,15,0.01626487864324716,47.65565161372385,1.0
2525,Technology,Ratnapura,9,8,5,0.2782742310278398,48.75602419813262,16.8
2526,Physical Science,Kandy,4,10,14,0.10399612530349583,37.66210558570265,9.5
2527,Physical Science,Ratnapura,10,8,10,0.11756302130400947,51.612435106632724,21.7
2528,English,Ratnapura,5,4,11,0.08042086745903931,64.37408169886612,10.1
2529,Physical Science,Kandy,1,7,6,0.38101073119935863,59.337273425815546,1.1
2530,Sinhala,Colombo,1,7,1,0.0003064469026363148,54.27841942209958,1.0
2531,Commerce,Colombo,6,8,15,0.21949208194842257,62.626443757765486,11.8
2532,Technology,Jaffna,10,5,5,0.04343558320124169,54.92514381084081,19.2
2533,Physical Science,Ratnapura,1,5,7,0.27618730050227674,62.98094705361055,1.0
2534,Physical Science,Gampaha,2,5,14,0.17299617308067128,65.34660410063239,3.7
2535,Arts,Colombo,3,10,3,0.014175790388214093,65.62470783279976,3.7
2536,Technology,Kandy,7,10,4,0.23048711557752205,58.985566243031,12.0
2537,Arts,Jaffna,2,4,7,0.28529274893240125,56.99510459665793,3.8
2538,Physical Science,Jaffna,5,8,2,0.12382701583135858,72.6733347540613,10.2
2539,Arts,Colombo,9,10,5,0.38275594853552936,71.54310219150555,16.1
2540,Arts,Ratnapura,10,5,13,0.18552438289714163,66.01361462386606,19.7
2541,Commerce,Ratnapura,8,4,0,0.37467325707200716,77.92655137149866,15.1
2542,Arts,Gampaha,8,4,3,0.2895078645043838,62.7397348836615,16.3
2543,Technology,UpCountry,2,3,15,0.4346265339934425,65.08241033894006,4.8
2544,Commerce,Colombo,1,7,13,0.27346239549113577,65.47112765817639,1.1
2545,Physical Science,Colombo,9,6,5,0.09281359666035299,64.97675944938881,19.9
2546,Bio Science,Colombo,10,9,2,0.41129559713934316,47.24199905820198,23.5
2547,Physical Science,Kandy,4,7,0,0.39151762508739524,31.895581126467654,9.6
2548,Bio Science,Jaffna,9,5,5,0.48617790736716326,66.7220670727423,20.2
2549,Bio Science,Kandy,7,6,15,0.046790959553768496,80.01053717244952,15.7
2550,Physical Science,Galle,6,7,13,0.29561558115292463,51.48562341636813,15.0
2551,Bio Science,Gampaha,10,7,2,0.24583449197174118,77.09609150535248,21.5
2552,Physical Science,Colombo,9,8,7,0.3354360577400826,38.803162480087735,21.8
2553,Technology,Colombo,10,9,6,0.4900899240616149,54.618175908920776,19.5
2554,English,Jaffna,4,5,10,0.2661360385578779,90.5902373332624,6.5
2555,Physical Science,Kandy,1,10,6,0.3428693174732146,68.33904728806789,1.0
2556,English,Kandy,5,6,12,0.17360672186102138,61.46283686424246,8.5
2557,Commerce,Jaffna,6,5,11,0.14948524383584127,69.28428752947343,11.1
2558,Physical Science,Kandy,6,6,7,0.16764828284183353,81.44514798876139,12.1
2559,Physical Science,Galle,1,7,6,0.019303946798470695,41.322601164567054,1.0
2560,Commerce,Kandy,7,6,4,0.14237032270629746,81.76789625418034,10.9
2561,Arts,Galle,8,5,9,0.08647319690360106,57.1494520335723,14.1
2562,Arts,Colombo,5,10,7,0.22871398991777842,74.12577389444415,8.1
2563,Physical Science,Jaffna,2,5,13,0.2304123819493657,57.286646611751564,3.0
2564,Physical Science,UpCountry,2,4,7,0.3826149156132518,88.75584982332975,3.9
2565,Bio Science,Gampaha,5,4,10,0.2511458239460145,64.53255495250865,12.0
2566,Physical Science,Galle,7,5,7,0.2315407941616205,43.567748771407466,16.2
2567,Physical Science,Jaffna,7,7,14,0.11581315585024571,74.05114637432638,15.9
2568,Physical Science,Ratnapura,4,7,11,0.42624000507233867,85.01844972690624,7.9
2569,Technology,Kandy,3,7,14,0.04550045284235954,84.82394763058552,3.6
2570,English,Colombo,9,8,9,0.4911479824896431,65.90250555272696,16.7
2571,Bio Science,RemoteArea,7,2,5,0.23803749792574908,74.68112985334967,15.6
2572,English,Galle,2,6,1,0.09299349979786187,54.17647881440367,2.2
2573,Bio Science,Colombo,1,10,7,0.17716402788424146,72.3655648182652,1.0
2574,Bio Science,Colombo,2,7,12,0.00768509135439438,71.44219374192417,2.7
2575,Physical Science,Kandy,3,8,9,0.08326133962911841,21.07100970196462,6.3
2576,Commerce,Gampaha,5,8,15,0.1676699096563386,52.49091738178107,9.1
2577,Sinhala,Ratnapura,3,6,14,0.2772076393759937,70.11766901647712,4.5
2578,Commerce,Kandy,10,10,0,0.06474042232242722,62.47492097634525,18.4
2579,Bio Science,Gampaha,9,7,8,0.3379816480915578,63.56383763461028,20.2
2580,Commerce,Colombo,10,9,8,0.4221382449945899,65.34061927963452,20.0
2581,Physical Science,Galle,4,5,5,0.28616980523695296,80.61501480130073,6.9
2582,Technology,UpCountry,7,4,9,0.14845072361261208,69.81183327972522,13.9
2583,Commerce,Galle,4,7,5,0.06069616274293571,27.51060726491763,7.2
2584,Bio Science,Galle,3,4,5,0.007767531491974011,91.7156446371136,5.0
2585,Commerce,Colombo,10,9,10,0.3659011664991434,36.401808440233694,19.3
2586,Commerce,Colombo,1,9,3,0.3142396841563619,75.87213938563086,1.0
2587,Physical Science,Colombo,9,8,0,0.23814170301768695,36.5352174226295,20.9
2588,Commerce,Galle,1,8,15,0.05099777611006895,88.85159965304732,1.0
2589,Physical Science,UpCountry,1,2,0,0.10351259063198309,55.83001430875274,1.9
2590,Arts,Jaffna,1,4,0,0.4075861518433211,65.7641633417414,1.6
2591,Technology,Galle,5,8,4,0.23992573401018474,32.207601072920355,9.9
2592,Technology,Kandy,7,8,12,0.48141642980968635,76.94344747939711,13.5
2593,Commerce,Gampaha,7,7,14,0.4999860736839912,73.24453318115006,13.8
2594,Commerce,Gampaha,10,8,6,0.4003535631827939,72.25984900185976,18.5
2595,Physical Science,Ratnapura,1,4,0,0.12909180495354722,74.24424935407241,1.7
2596,Arts,Ratnapura,6,4,0,0.11555748109006081,62.67763304247952,11.5
2597,Physical Science,Jaffna,9,7,13,0.1268171602119113,63.339378949574964,22.4
2598,Bio Science,Gampaha,6,7,12,0.4933925394082763,53.83639730100628,16.0
2599,Physical Science,Kandy,4,7,11,0.1676702390341458,58.853286842846245,9.5
2600,Physical Science,Kandy,10,10,10,0.3532233718223445,83.09741929282977,21.9
2601,Commerce,Colombo,9,9,11,0.47950885490568046,52.93315564152227,18.8
2602,Physical Science,Gampaha,3,5,5,0.40979807338431,34.85356341440021,7.4
2603,Arts,Gampaha,10,6,10,0.29880190456532635,50.18700609901873,18.5
2604,Bio Science,Gampaha,4,4,1,0.08448276233586605,69.59064019536554,9.8
2605,Physical Science,Galle,4,8,1,0.0874691223391732,55.9572163459385,8.3
2606,Commerce,Gampaha,4,6,11,0.24621154278419166,74.56740484462968,6.4
2607,Physical Science,Kandy,6,10,12,0.4759722479371215,35.99308379352922,15.6
2608,Physical Science,Galle,7,8,6,0.4522468478753274,18.261871313949285,17.4
2609,Arts,Galle,9,7,14,0.08309602772720853,70.96162854559746,17.2
2610,Physical Science,Galle,3,5,8,0.14385987238742043,79.07039330102498,5.4
2611,Technology,Colombo,8,10,7,0.2944056577779876,37.83507166104484,16.0
2612,Physical Science,Ratnapura,8,6,1,0.23871524612648243,68.39064829009739,17.3
2613,Physical Science,Colombo,1,10,15,0.05968140468825617,85.35395360368065,1.0
2614,Arts,Colombo,5,7,13,0.18465359349915972,66.43424687133694,8.9
2615,Bio Science,UpCountry,10,2,6,0.4773571838276483,76.51636259004306,23.3
